filename,width,height,class,xmin,ymin,xmax,ymax
empy-adult-16-_png_jpg.rf.146c80bdef08a04bc96c489a6b8cdafe.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-juve-30-_jpg.rf.14b4893da8b2669e55377b2424529c9a.jpg,640,640,Emperor Angelfish,0,2,640,640
240_F_409956404_AYjM3oRQTLKM5gcNR05dyyrLswOVAh4B_jpg.rf.15c231d76c5381d44629fc52d42471b2.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-adult-143-_png_jpg.rf.160dca741ef00b1c5cd39a6d0c65ac80.jpg,640,640,Emperor Angelfish,2,0,640,640
eef4b0031c7b04d8336585f7c34c8133_jpg.rf.16257be7b708eb085157f7c131b6f40b.jpg,640,640,Emperor Angelfish,2,0,640,640
empy-juve-138-_png_jpg.rf.14a396ebfee193c6a916122614854604.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-juve-39-_png_jpg.rf.15248453cd676694b716e425f464f3f4.jpg,640,640,Emperor Angelfish,2,0,640,640
f8290862068ab010d6c0e61e61d7767d_jpg.rf.1568382cd0ad492fdbee1077c979fc1a.jpg,640,640,Emperor Angelfish,0,0,640,640
240_F_421858953_wm8xLraxA9F1RtD0R4dNhNJXBc0gKcq6_jpg.rf.154947689634a80dc983c57dcf1c561a.jpg,640,640,Emperor Angelfish,2,2,640,640
240_F_30795193_xMLgzPRgIJTpfUC6DwDnzdSJSRgtxmHl_jpg.rf.153e18fbf5b56504ae4fca3d6ce174ec.jpg,640,640,Emperor Angelfish,0,0,640,640
240_F_186765846_9Qs3WvNZyCf3cbomKWBXsDE3oPnBs7ds_jpg.rf.157f658a1f30365a648902da35e2e70a.jpg,640,640,Emperor Angelfish,0,7,640,640
cd05afaba633dfc25fbae686e6c45f28_jpg.rf.158b9d7129f0b3b3b6a66a11533c940c.jpg,640,640,Emperor Angelfish,5,0,640,640
empy-juve-15-_jpg.rf.15a45c0e12f6dd08c3fd7889ae9b8c43.jpg,640,640,Emperor Angelfish,2,0,640,640
240_F_393486644_5D5GgH9SgOhf0xQIijSyYb8CmtNM34Ry_jpg.rf.14f7cfb25e9f0b0370cf29aacfc3287b.jpg,640,640,Emperor Angelfish,0,2,640,640
empy-juve-13-_jpg.rf.14d6264809936da0d602d54b728592b2.jpg,640,640,Emperor Angelfish,0,2,640,640
68ccb9b72bf23075c38ef5dc6f097d83_jpg.rf.157b17a7ae79be188e42e27cfd31214a.jpg,640,640,Emperor Angelfish,0,0,640,640
FB_IMG_1634710834801_jpg.rf.162ecf4262aae483706e530726eb5372.jpg,640,640,Emperor Angelfish,0,2,640,640
43625e2dfa785ab50fe2981636a6fe65_jpg.rf.15ef48616d3b7e5475d8f2648da6c112.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-adult-146-_png_jpg.rf.165f00f3ccbf635dbfa5d8a350ffc93e.jpg,640,640,Emperor Angelfish,0,0,640,640
FB_IMG_1634710818290_jpg.rf.163fec4de25509ee05cb828c9d699e1f.jpg,640,640,Emperor Angelfish,2,0,640,640
240_F_119806279_LeGItCaJwZhcHOHvHr6NaCYBMdl1mGex_jpg.rf.16423c1d2ebbcafdf51e89b13e0b8331.jpg,640,640,Emperor Angelfish,5,5,640,640
empy-juve-42-_jpg.rf.157237311c2d40f8b8a8556e40cc0370.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-juve-22-_jpg.rf.15b8eb7a72652f35eda5c70a7caf361a.jpg,640,640,Emperor Angelfish,0,2,640,640
240_F_19292069_mTWf6eZpwz3p8mTegoov4KA08DWeYDIB_jpg.rf.16718e5668fa9c2047da4fd85f09a7df.jpg,640,640,Emperor Angelfish,0,0,640,640
FB_IMG_1634711188778_jpg.rf.157289bc1b395dfde3728780a6bc5454.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-juve-39-_jpg.rf.165e9fc38acf6674a9e35e8faa88c613.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-adult-2-_jpg.rf.152596d56c795f31eedf038e26dd3280.jpg,640,640,Emperor Angelfish,0,5,640,640
240_F_411620499_GYAVfQKDv5tEkAmMBBn64G0XzTKkf7Xl-1-_jpg.rf.15f806114108b5be5ab0267777042618.jpg,640,640,Emperor Angelfish,0,0,640,640
99d99a272b1eebe3e090831e36d07000_jpg.rf.16dec1cb745522ef903062f33f2aca9b.jpg,640,640,Emperor Angelfish,0,0,640,640
240_F_236365040_y5JapKGAqC2ZqifcdmGa3K8BNulzHfj5_jpg.rf.15be5da3ac89ff606512688d40fb7748.jpg,640,640,Emperor Angelfish,5,0,640,640
142800217acf7efb8a92b13684b5965f_jpg.rf.16eb22b9511088c3d0b46eb7c7838882.jpg,640,640,Emperor Angelfish,0,5,640,640
240_F_48013661_RFg2vBUJi8l6WSdeLEKspLks7tDU0D0H_jpg.rf.17379bd653793527e052e8575006f33b.jpg,640,640,Emperor Angelfish,0,0,640,640
240_F_313279611_lGNGuZUN5xr4PJheH30JvcGGpNcAKxow-1-_jpg.rf.1772feaeb8a434537e5be693691d378f.jpg,640,640,Emperor Angelfish,7,0,640,640
empy-adult-138-_png_jpg.rf.179fe93834723882351b60eae755d124.jpg,640,640,Emperor Angelfish,0,2,640,640
240_F_143474049_4aK1K9poRa9GGT6N1ObumdivNANJDtP8_jpg.rf.170ba68921f45c7cf24a98771c390a3e.jpg,640,640,Emperor Angelfish,0,10,640,640
empy-juve-14-_jpg.rf.178176863b4e0228258655ff5b44ef72.jpg,640,640,Emperor Angelfish,0,0,640,640
285533976144ae80ebd84c406db65e99_jpg.rf.173589203b4f459c0d83fea27aca93f1.jpg,640,640,Emperor Angelfish,0,0,640,640
empy-juve-196-_png_jpg.rf.179797fb8afa7496b676969627772031.jpg,640,640,Emperor Angelfish,0,0,640,640
dce010b38f196dc54310c68628ac6472_jpg.rf.17bd79924bc223a6865cb70aab939eec.jpg,640,640,Emperor Angelfish,2,0,640,640
8a41ce25cfa3cae245c72bd607ce2df0_jpg.rf.17fc067e83f37880cf06d30f5f46a71d.jpg,640,640,Emperor Angelfish,0,12,640,640
