filename,width,height,class,xmin,ymin,xmax,ymax
eagle_ray117_2046_png_jpg.rf.004420782e4582c4519f3217d99f8bb7.jpg,640,640,eagleray,0,0,640,640
eagle_ray2_1920_png_jpg.rf.00196343f527a8ce121af6b2fccc245f.jpg,640,640,eagleray,0,0,640,640
eagle_ray159_8270_png_jpg.rf.000ec3d206d74b1ad83ebc87453ab392.jpg,640,640,eagleray,0,0,640,640
eagle_ray117_2046_png_jpg.rf.001b7bb8bf1268d0d50eb623999ff5dd.jpg,640,640,eagleray,0,0,640,640
eagle_ray166_9478_png_jpg.rf.00bebaeac9c170c6e258800e1b6c51e9.jpg,640,640,eagleray,0,0,640,640
eagle_ray131_3719_png_jpg.rf.0027fcb89cfea64d9148c679b762eabb.jpg,640,640,eagleray,0,0,640,640
eagle_ray1_389_png_jpg.rf.00610886651bf710ddacf6044c143bd8.jpg,640,640,eagleray,0,0,640,635
eagle_ray137_5613_png_jpg.rf.008b3432b46277d7d523325bbc2f90b9.jpg,640,640,eagleray,0,0,640,640
eagle_ray5_8180_png_jpg.rf.00c1ebd89762052b0075de6afac322e7.jpg,640,640,eagleray,0,0,640,640
eagle_ray154_7684_png_jpg.rf.00cdf946a475b9c371d7d0dd7e135201.jpg,640,640,eagleray,0,0,640,640
eagle_ray124_3015_png_jpg.rf.00d9c889915d4098bba4c75a1937603a.jpg,640,640,eagleray,0,0,640,640
eagle_ray115_1931_png_jpg.rf.00ee400b334753350db8cf9a8d533834.jpg,640,640,eagleray,0,0,640,640
eagle_ray147_7175_png_jpg.rf.001b354de7df2bbb3de820e19c0790ad.jpg,640,640,eagleray,0,0,640,640
eagle_ray166_9478_png_jpg.rf.0049131dd170294102706b3f6c3710c3.jpg,640,640,eagleray,0,0,640,640
eagle_ray103_844_png_jpg.rf.017d07a4265dd06808f420183326978a.jpg,640,640,eagleray,0,0,640,640
eagle_ray1_160_png_jpg.rf.00ff5437ade722aefedd97dd8eeb173e.jpg,640,640,eagleray,0,0,640,640
eagle_ray135_4431_png_jpg.rf.00f36819a22279b86c0bcdebf5f0e7e2.jpg,640,640,eagleray,0,0,640,640
eagle_ray158_8149_png_jpg.rf.013fc657c20aa5d0f7772855a67d2789.jpg,640,640,eagleray,0,0,640,640
eagle_ray133_3833_png_jpg.rf.0185d0eaa800a2f1a1a79c2b442e1541.jpg,640,640,eagleray,0,0,640,640
eagle_ray11_1515_png_jpg.rf.00f2c2455cc77b2a6c183d2d21bd97d4.jpg,640,640,eagleray,0,0,640,640
eagle_ray116_1996_png_jpg.rf.01bf04a27a850ad812e12539778b156d.jpg,640,640,eagleray,0,0,640,640
eagle_ray166_9479_png_jpg.rf.017322f4f52d9c97c1eaf53b713923fa.jpg,640,640,eagleray,0,0,640,640
eagle_ray166_9485_png_jpg.rf.01ae26089d3f3be23daff31487672491.jpg,640,640,eagleray,0,0,640,640
eagle_ray158_8150_png_jpg.rf.02448157c31761d827f0c4e86c256702.jpg,640,640,eagleray,0,0,640,640
eagle_ray103_829_png_jpg.rf.0166a67fd0c38ace3127262b3be58033.jpg,640,640,eagleray,0,0,640,640
eagle_ray1_42_png_jpg.rf.01c1a1af826685fe5de8bc4babd1a974.jpg,640,640,eagleray,0,0,640,640
eagle_ray121_2486_png_jpg.rf.01b384cc04ec2050ff7c9c9299ab8b01.jpg,640,640,eagleray,0,0,640,640
eagle_ray16_8632_png_jpg.rf.01f84ed70266e405bca60ad055f9e286.jpg,640,640,eagleray,0,0,640,640
eagle_ray121_2465_png_jpg.rf.010285ed36211d8f716c16bfe8678632.jpg,640,640,eagleray,0,0,640,640
eagle_ray1_137_png_jpg.rf.02560773840a1e3c61b30fcc0948d9a9.jpg,640,640,eagleray,0,0,640,640
eagle_ray16_8573_png_jpg.rf.01e22a21cfc37c9e63889d777a03cb81.jpg,640,640,eagleray,0,0,640,640
eagle_ray1_70_png_jpg.rf.027d8248c33e41d485c9f665bf25c455.jpg,640,640,eagleray,0,0,640,640
eagle_ray158_8102_png_jpg.rf.015210acda30caa2f9e7c66f33ff64f9.jpg,640,640,eagleray,0,0,640,640
