filename,width,height,class,xmin,ymin,xmax,ymax
jellyfish_320_png_jpg.rf.00479cab8345107f9a5a6b3bb5429fda.jpg,640,640,jellyfish,0,0,640,640
jellyfish_760_png_jpg.rf.00276c7548a50574d6afd623c76f9b47.jpg,640,640,jellyfish,0,0,640,640
jellyfish_117_png_jpg.rf.002499b55d968db9682b19fb5df424f3.jpg,640,640,jellyfish,0,0,640,640
jellyfish_1101_png_jpg.rf.008f0c831aa499aa533f590bb62bef37.jpg,640,640,jellyfish,0,0,640,640
jellyfish_189_png_jpg.rf.006d9b0d68665810f0873093cd5799f0.jpg,640,640,jellyfish,0,0,640,640
jellyfish_725_png_jpg.rf.00a859871df327cc172671098bece8d3.jpg,640,640,jellyfish,0,0,640,640
jellyfish_291_png_jpg.rf.0053031f2499264ec10630b24d2e3622.jpg,640,640,jellyfish,0,0,640,640
jellyfish_22_png_jpg.rf.005325594fb8767e94c917dbb4c5e6e6.jpg,640,640,jellyfish,0,0,640,640
jellyfish_646_png_jpg.rf.00639cfc09f1a11ab2f82f05efda2878.jpg,640,640,jellyfish,0,0,640,640
jellyfish_1425_png_jpg.rf.0064397d2b5edabc433982110b1f1cd5.jpg,640,640,jellyfish,0,0,640,640
jellyfish_221_png_jpg.rf.00af92d7620f207136a29acf80da5ffc.jpg,640,640,jellyfish,0,0,640,640
jellyfish_283_png_jpg.rf.0090a44bef29c53a0f28f75639862820.jpg,640,640,jellyfish,0,0,640,640
jellyfish_663_png_jpg.rf.00759c82b96ec503256ad784c20248ab.jpg,640,640,jellyfish,0,0,640,640
jellyfish_1788_png_jpg.rf.009f72239f76c082681dcfcfb9ee8728.jpg,640,640,jellyfish,0,0,640,640
jellyfish_1479_png_jpg.rf.00a4ab576658e6f56816396f11f41db6.jpg,640,640,jellyfish,0,0,640,640
jellyfish_8_png_jpg.rf.010964ee6534209c81eaf392324ffcd0.jpg,640,640,jellyfish,0,0,640,640
jellyfish_1240_png_jpg.rf.00d13631bc6482407500497f3594c877.jpg,640,640,jellyfish,0,0,640,640
jellyfish_21_png_jpg.rf.00ff70a7a5669e2c4a679f668654c97b.jpg,640,640,jellyfish,0,0,640,640
jellyfish_283_png_jpg.rf.01092816d81090fc1704d9af6e146bfe.jpg,640,640,jellyfish,0,0,640,640
